"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"SQ_CANDIDATO";"NR_ORDEM_CANDIDATO";"CD_TIPO_BEM_CANDIDATO";"DS_TIPO_BEM_CANDIDATO";"DS_BEM_CANDIDATO";"VR_BEM_CANDIDATO";"DT_ULTIMA_ATUALIZACAO";"HH_ULTIMA_ATUALIZACAO"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000621451";"1";"12";"Casa";"#NULO#";"80000,00";"29/08/2018";"15:34:11"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611738";"2";"13";"Terreno";"#NULO#";"12000,00";"27/08/2018";"13:39:26"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611138";"8";"61";"Deposito bancario em conta corrente no Pais";"#NULO#";"8101,09";"28/08/2018";"18:19:26"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611140";"9";"61";"Deposito bancario em conta corrente no Pais";"#NULO#";"164,79";"26/08/2018";"15:11:49"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611142";"4";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"2300,00";"28/08/2018";"18:46:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612036";"2";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"12000,00";"28/08/2018";"19:03:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612038";"4";"61";"Deposito bancario em conta corrente no Pais";"#NULO#";"324,59";"28/08/2018";"19:03:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612042";"4";"41";"Caderneta de poupanca";"#NULO#";"35,00";"28/08/2018";"19:03:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000601307";"14";"13";"Terreno";"#NULO#";"130000,00";"01/09/2018";"13:55:34"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000601307";"41";"13";"Terreno";"#NULO#";"130000,00";"01/09/2018";"13:55:34"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605034";"2";"13";"Terreno";"#NULO#";"39000,00";"25/08/2018";"13:35:24"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612071";"1";"12";"Casa";" UMA RESIDENCIA LOCALIZADA NA RUA: QUATRO DE OUTUBRO N. 1418 MONDUBIM FORTALEZA ¿ CE CEP 61925-740 R$ 168.000,00";"168000,00";"01/09/2018";"15:45:01"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611911";"4";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"10000,00";"28/08/2018";"19:03:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611916";"32";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"6000,00";"28/08/2018";"19:13:56"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611953";"3";"11";"Apartamento";"#NULO#";"694209,08";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611954";"5";"61";"Deposito bancario em conta corrente no Pais";"#NULO#";"300,56";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605093";"5";"45";"Aplicacao de renda fixa (CDB, RDB e outros)";"FUNDO DE INVESTIMENTO DE COTA RENDA FIXA - BRADESCO PRIME";"119216,87";"25/08/2018";"13:17:13"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605104";"5";"13";"Terreno";"LOCALIZADO NA RUA CARLOS CHAGAS, 31, PAJUCARA, MARACANAU";"10000,00";"22/08/2018";"17:34:58"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605113";"2";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"FIESTA ANO 2012 - PLACA OCM - 0727";"24000,00";"27/08/2018";"13:23:26"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605031";"25";"49";"Outras aplicacoes e Investimentos";"#NULO#";"400000,00";"25/08/2018";"13:38:49"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605117";"42";"32";"Quotas ou quinhoes de capital";"COTAS DE PARTICIPACAO SOCIAL DA FIRMA CVS - SERVICOS TECNICOSLTDA";"40000,00";"28/08/2018";"10:11:29"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611916";"14";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"300,00";"28/08/2018";"19:13:56"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611916";"16";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"1500,00";"28/08/2018";"19:13:56"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611932";"2";"39";"Outras participacoes societarias";"#NULO#";"80000,00";"28/08/2018";"19:03:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611949";"2";"13";"Terreno";"#NULO#";"30000,00";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611147";"1";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"70000,00";"28/08/2018";"18:48:50"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612027";"1";"12";"Casa";"#NULO#";"50000,00";"30/08/2018";"16:10:54"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612039";"2";"45";"Aplicacao de renda fixa (CDB, RDB e outros)";"#NULO#";"6459,97";"28/08/2018";"19:03:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612538";"4";"45";"Aplicacao de renda fixa (CDB, RDB e outros)";"SALDO APLICACAO RENDA FIXA BANCO UNICRED EM 31 DE DEZEMBRO DE 2017";"548,05";"30/08/2018";"11:56:24"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605038";"2";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"FIAT UNO VIVACE , ANO MODELO 2015, COR PRATA , PLACAS PDC 9082, ";"34000,00";"27/08/2018";"18:39:41"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605038";"4";"1";"Predio residencial";"CASA A RUA COLINA, 484, CIDADE DE CAUCAIA /CEARA ";"250000,00";"27/08/2018";"18:39:41"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605031";"20";"32";"Quotas ou quinhoes de capital";"#NULO#";"1100000,00";"25/08/2018";"13:38:49"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605117";"47";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"AUTOMOVEL CHRYSLER MODELO SIMCA OCEAANE ANO 1960 - PLACA GSX - 1960";"40000,00";"28/08/2018";"10:11:29"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611956";"2";"11";"Apartamento";"Um apartamento localizado a rua Cel. Juca, 398 Apt. 1202 Bairro Meireles, com area privativa ";"114264,20";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611916";"8";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"1000,00";"28/08/2018";"19:13:56"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611924";"1";"31";"Acoes (inclusive as provenientes de linha telefonica)";"#NULO#";"90000,00";"28/08/2018";"19:03:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611749";"2";"12";"Casa";"#NULO#";"200000,00";"22/08/2018";"19:00:19"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605117";"46";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"AUTOMOVEL MG - MODELO MGB CABRIOLET ANO 1974 - PLACA GDM 1974";"70000,00";"28/08/2018";"10:11:29"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611911";"1";"13";"Terreno";"#NULO#";"24000,00";"28/08/2018";"19:03:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611237";"3";"63";"Dinheiro em especie - moeda nacional";"#NULO#";"20000,00";"31/08/2018";"08:56:48"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605050";"7";"51";"Credito decorrente de emprestimo";"FINANCIAMENTO RURAL JUNTO AO BANCO DO NORDESTE CONTRATO 153.2017.2414.19018";"33796,93";"22/08/2018";"15:23:30"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605034";"20";"99";"OUTROS BENS E DIREITOS";"#NULO#";"4500,00";"25/08/2018";"13:35:24"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611899";"10";"32";"Quotas ou quinhoes de capital";"#NULO#";"306000,00";"29/08/2018";"12:31:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611909";"1";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"60000,00";"28/08/2018";"19:03:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611911";"3";"13";"Terreno";"#NULO#";"200000,00";"28/08/2018";"19:03:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611916";"18";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"5000,00";"28/08/2018";"19:13:56"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611947";"8";"11";"Apartamento";"#NULO#";"309709,97";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611950";"6";"32";"Quotas ou quinhoes de capital";"Quotas Subscritas a empresa Iracema Logistica Industrial LTDA CNPJ 10.991.120/0001-51";"155329,00";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611954";"6";"61";"Deposito bancario em conta corrente no Pais";"#NULO#";"14651,98";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611734";"4";"12";"Casa";"#NULO#";"150000,00";"27/08/2018";"13:19:11"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611969";"4";"11";"Apartamento";"Imovel ¿ Apartamento n. 802, no Edificio Minas de Prata, situado na Rua Leonardo Mota, n. 2815 nesta capital, com area constituida de 394,64 m² e fracao ideal de 5,670% do terreno medindo 78,00m de";"400000,00";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605097";"6";"11";"Apartamento";"APARTAMENTO NA PLANTA, JARDIM DAS BROMELIAS, RUA SEM DENOMINACAO OFICIAL N. 105, APTO 2103 - PRESIDENTE KENNEDY - FORTALEZA-CE";"507000,00";"30/08/2018";"16:12:00"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605034";"6";"11";"Apartamento";"#NULO#";"700000,00";"25/08/2018";"13:35:24"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605074";"8";"61";"Deposito bancario em conta corrente no Pais";"#NULO#";"10,50";"25/08/2018";"13:39:56"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605079";"14";"99";"OUTROS BENS E DIREITOS";"EMPRESTIMO A HERCILIA DE SOUSA OLIVEIRA ARAUJO";"714000,00";"30/08/2018";"13:10:35"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605116";"72";"14";"Terra nua";"UM IMOVEL RURAL DENOMINADO LAGES DO RIO DO OURO NO MUNICIPIO DE CORUMBA DE GOIAS-GO, COM AREA DE 472,53HAs";"230000,00";"28/08/2018";"10:10:00"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611733";"1";"12";"Casa";"#NULO#";"400000,00";"22/08/2018";"19:00:19"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611903";"1";"12";"Casa";"#NULO#";"80000,00";"28/08/2018";"19:03:36"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611916";"1";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"5000,00";"28/08/2018";"19:13:56"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611916";"10";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"1000,00";"28/08/2018";"19:13:56"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611917";"4";"13";"Terreno";"#NULO#";"100000,00";"28/08/2018";"19:03:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611917";"5";"13";"Terreno";"#NULO#";"50000,00";"28/08/2018";"19:03:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611949";"3";"13";"Terreno";"#NULO#";"15000,00";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611950";"2";"13";"Terreno";"Terreno ¿ Com area de 12,5 HA Mat n. 10714 Cartorio Carlinda Paula";"112500,00";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611950";"11";"74";"Fundos: Acoes, Mutuos de Privatizacao, Invest. Empresas Emergentes, Invest.Participacao e Invest. Indice Mercado";"#NULO#";"73003,53";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612530";"1";"39";"Outras participacoes societarias";"CNPJ 15.546.537/0001-29 FRANCISCO HILTON DO NASCIMENTO SANTOS - ME";"25000,00";"28/08/2018";"12:25:42"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611137";"3";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"50000,00";"30/08/2018";"10:40:47"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612025";"2";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"110000,00";"01/09/2018";"14:03:51"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612042";"2";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"6000,00";"28/08/2018";"19:03:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605050";"2";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"MOTOCICLETA HONDA , MODELO 300R,  ANO  MODELO 2013, DE PLACA OSS 1656/CE";"20999,48";"22/08/2018";"15:23:30"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605093";"14";"45";"Aplicacao de renda fixa (CDB, RDB e outros)";"BB CURTO PRAZO";"101850,22";"25/08/2018";"13:17:13"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605097";"7";"11";"Apartamento";"SITUADO NA RUA ERICO MOTA, N. 372,APTO 1901 PARQUELANDIA - FORTALEZA-CE";"890000,00";"30/08/2018";"16:12:00"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611916";"29";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"3000,00";"28/08/2018";"19:13:56"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611946";"1";"13";"Terreno";"#NULO#";"200000,00";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611953";"11";"41";"Caderneta de poupanca";"#NULO#";"272,53";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611955";"2";"11";"Apartamento";"Apartamento em condominio, situado a rua Professor Dias da Rocha, 2240, em Fortaleza. Em prestacoes liquidado em 1997";"76587,81";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611899";"14";"61";"Deposito bancario em conta corrente no Pais";"#NULO#";"2313,14";"29/08/2018";"12:31:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611916";"17";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"2000,00";"28/08/2018";"19:13:56"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611917";"1";"13";"Terreno";"#NULO#";"100000,00";"28/08/2018";"19:03:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611949";"12";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"64646,64";"31/08/2018";"10:27:39"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611567";"2";"11";"Apartamento";"#NULO#";"570000,00";"31/08/2018";"13:24:36"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611567";"6";"61";"Deposito bancario em conta corrente no Pais";"#NULO#";"54206,82";"31/08/2018";"13:24:36"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605116";"124";"14";"Terra nua";"UM IMOVEL RURAL DENOMINADO FAZENDA QUILOMBO-PARTE DO QUINHAO N. 01, COM AREA TOTAL  DE 145,9865HA, SITO EST. CORUMBA DE GOIAS A ALEX-GO KM 21 A DIREITA MUNICIPIO DE CORUMBA-GO";"1200000,00";"28/08/2018";"10:10:00"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000605098";"6";"63";"Dinheiro em especie - moeda nacional";"DINHEIRO EM ESPECIE";"125000,00";"29/08/2018";"13:21:35"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611142";"8";"13";"Terreno";"#NULO#";"62000,00";"28/08/2018";"18:46:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612029";"7";"61";"Deposito bancario em conta corrente no Pais";"#NULO#";"34400,79";"28/08/2018";"19:03:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000612039";"5";"61";"Deposito bancario em conta corrente no Pais";"#NULO#";"62000,00";"28/08/2018";"19:03:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611570";"18";"59";"Outros creditos e poupanca vinculados";"#NULO#";"120000,00";"28/08/2018";"18:36:46"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611572";"2";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"3000,00";"23/08/2018";"17:10:13"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611909";"3";"13";"Terreno";"#NULO#";"200000,00";"28/08/2018";"19:03:37"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611916";"24";"21";"Veiculo automotor terrestre: caminhao, automovel, moto, etc.";"#NULO#";"7000,00";"28/08/2018";"19:13:56"
"02/09/2018";"08:02:17";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"CE";"CE";"CEARÁ";"60000611951";"3";"11";"Apartamento";"#NULO#";"150700,00";"31/08/2018";"10:27:39"
